OCC_CODE,REPORT_DATE,NAICS,NAICS_TITLE,TOT_EMP
29-1111,2002-05-01,211100,Oil and Gas Extraction,50
29-1111,2002-05-01,221100,"Electric Power Generation, Transmission and Distribution",70
29-1111,2002-05-01,311600,Animal Slaughtering and Processing,240
29-1111,2002-05-01,313200,Fabric Mills,40
29-1111,2002-05-01,322100,"Pulp, Paper, and Paperboard Mills",140
29-1111,2002-05-01,322200,Converted Paper Product Manufacturing,70
29-1111,2002-05-01,324100,Petroleum and Coal Products Manufacturing,60
29-1111,2002-05-01,325100,Basic Chemical Manufacturing,150
29-1111,2002-05-01,325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",80
29-1111,2002-05-01,325300,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",40
21-1022,2002-05-01,325400,Pharmaceutical and Medicine Manufacturing,0
29-1051,2002-05-01,325400,Pharmaceutical and Medicine Manufacturing,360
29-1111,2002-05-01,325400,Pharmaceutical and Medicine Manufacturing,310
29-1111,2002-05-01,326100,Plastics Product Manufacturing,40
29-1111,2002-05-01,331500,Foundries,50
29-1111,2002-05-01,332900,Other Fabricated Metal Product Manufacturing,70
29-1111,2002-05-01,333100,"Agriculture, Construction, and Mining Machinery Manufacturing",60
29-1111,2002-05-01,333300,Commercial and Service Industry Machinery Manufacturing,0
29-1111,2002-05-01,334400,Semiconductor and Other Electronic Component Manufacturing,140
29-1111,2002-05-01,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",120
29-1111,2002-05-01,336400,Aerospace Product and Parts Manufacturing,90
29-1111,2002-05-01,337100,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,40
29-1111,2002-05-01,339100,Medical Equipment and Supplies Manufacturing,30
29-1051,2002-05-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,200
29-1111,2002-05-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,160
29-1051,2002-05-01,424200,Drugs and Druggists' Sundries Merchant Wholesalers,4670
29-1111,2002-05-01,424200,Drugs and Druggists' Sundries Merchant Wholesalers,250
29-1051,2002-05-01,425100,Wholesale Electronic Markets and Agents and Brokers,210
29-1111,2002-05-01,425100,Wholesale Electronic Markets and Agents and Brokers,170
29-1051,2002-05-01,445100,Grocery Stores,19150
29-1051,2002-05-01,446100,Health and Personal Care Stores,94850
29-1111,2002-05-01,446100,Health and Personal Care Stores,1660
29-1051,2002-05-01,447100,Gasoline Stations,30
29-1051,2002-05-01,454100,Electronic Shopping and Mail-Order Houses,2020
29-1051,2002-05-01,454300,Direct Selling Establishments,0
29-1051,2002-05-01,484100,General Freight Trucking,70
29-1111,2002-05-01,485900,Other Transit and Ground Passenger Transportation,50
29-1051,2002-05-01,493100,Warehousing and Storage,370
29-1111,2002-05-01,493100,Warehousing and Storage,40
29-1111,2002-05-01,511100,"Newspaper, Periodical, Book, and Directory Publishers",40
29-1111,2002-05-01,522200,Nondepository Credit Intermediation,50
29-1111,2002-05-01,522300,Activities Related to Credit Intermediation,140
29-1111,2002-05-01,523900,Other Financial Investment Activities,70
21-1022,2002-05-01,524100,Insurance Carriers,500
29-1051,2002-05-01,524100,Insurance Carriers,720
29-1062,2002-05-01,524100,Insurance Carriers,90
29-1063,2002-05-01,524100,Insurance Carriers,180
29-1111,2002-05-01,524100,Insurance Carriers,11800
21-1022,2002-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",0
21-1023,2002-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",100
29-1051,2002-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",70
29-1063,2002-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",0
29-1111,2002-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",3370
29-1111,2002-05-01,525100,Insurance and Employee Benefit Funds,350
21-1021,2002-05-01,531100,Lessors of Real Estate,160
21-1022,2002-05-01,531100,Lessors of Real Estate,60
29-1111,2002-05-01,531100,Lessors of Real Estate,1510
29-1111,2002-05-01,531200,Offices of Real Estate Agents and Brokers,50
21-1021,2002-05-01,531300,Activities Related to Real Estate,0
29-1111,2002-05-01,531300,Activities Related to Real Estate,180
29-1051,2002-05-01,532200,Consumer Goods Rental,220
29-1111,2002-05-01,532200,Consumer Goods Rental,1030
21-1021,2002-05-01,541100,Legal Services,60
29-1111,2002-05-01,541100,Legal Services,390
21-1021,2002-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",280
21-1022,2002-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",310
29-1051,2002-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",120
29-1111,2002-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",3690
29-1111,2002-05-01,541300,"Architectural, Engineering, and Related Services",680
29-1111,2002-05-01,541500,Computer Systems Design and Related Services,300
21-1021,2002-05-01,541600,"Management, Scientific, and Technical Consulting Services",150
21-1022,2002-05-01,541600,"Management, Scientific, and Technical Consulting Services",90
21-1023,2002-05-01,541600,"Management, Scientific, and Technical Consulting Services",150
29-1051,2002-05-01,541600,"Management, Scientific, and Technical Consulting Services",360
29-1062,2002-05-01,541600,"Management, Scientific, and Technical Consulting Services",90
29-1071,2002-05-01,541600,"Management, Scientific, and Technical Consulting Services",0
29-1111,2002-05-01,541600,"Management, Scientific, and Technical Consulting Services",4170
21-1022,2002-05-01,541700,Scientific Research and Development Services,400
29-1051,2002-05-01,541700,Scientific Research and Development Services,30
29-1062,2002-05-01,541700,Scientific Research and Development Services,60
29-1066,2002-05-01,541700,Scientific Research and Development Services,130
29-1071,2002-05-01,541700,Scientific Research and Development Services,140
29-1111,2002-05-01,541700,Scientific Research and Development Services,4000
21-1021,2002-05-01,541900,"Other Professional, Scientific, and Technical Services",0
29-1111,2002-05-01,541900,"Other Professional, Scientific, and Technical Services",0
21-1021,2002-05-01,551100,Management of Companies and Enterprises,4280
21-1022,2002-05-01,551100,Management of Companies and Enterprises,630
21-1023,2002-05-01,551100,Management of Companies and Enterprises,1310
29-1051,2002-05-01,551100,Management of Companies and Enterprises,500
29-1062,2002-05-01,551100,Management of Companies and Enterprises,290
29-1063,2002-05-01,551100,Management of Companies and Enterprises,0
29-1065,2002-05-01,551100,Management of Companies and Enterprises,40
29-1066,2002-05-01,551100,Management of Companies and Enterprises,160
29-1067,2002-05-01,551100,Management of Companies and Enterprises,0
29-1071,2002-05-01,551100,Management of Companies and Enterprises,310
29-1111,2002-05-01,551100,Management of Companies and Enterprises,5590
21-1022,2002-05-01,561100,Office Administrative Services,320
21-1023,2002-05-01,561100,Office Administrative Services,260
29-1051,2002-05-01,561100,Office Administrative Services,310
29-1062,2002-05-01,561100,Office Administrative Services,320
29-1071,2002-05-01,561100,Office Administrative Services,0
29-1111,2002-05-01,561100,Office Administrative Services,6120
21-1021,2002-05-01,561200,Facilities Support Services,50
21-1023,2002-05-01,561200,Facilities Support Services,780
29-1111,2002-05-01,561200,Facilities Support Services,740
21-1021,2002-05-01,561300,Employment Services,180
21-1022,2002-05-01,561300,Employment Services,200
21-1023,2002-05-01,561300,Employment Services,180
29-1051,2002-05-01,561300,Employment Services,1310
29-1062,2002-05-01,561300,Employment Services,320
29-1071,2002-05-01,561300,Employment Services,0
29-1111,2002-05-01,561300,Employment Services,67020
29-1111,2002-05-01,561400,Business Support Services,350
29-1111,2002-05-01,561700,Services to Buildings and Dwellings,80
29-1111,2002-05-01,561900,Other Support Services,300
21-1021,2002-05-01,611100,Elementary and Secondary Schools,33460
21-1022,2002-05-01,611100,Elementary and Secondary Schools,110
21-1023,2002-05-01,611100,Elementary and Secondary Schools,590
29-1062,2002-05-01,611100,Elementary and Secondary Schools,140
29-1066,2002-05-01,611100,Elementary and Secondary Schools,120
29-1111,2002-05-01,611100,Elementary and Secondary Schools,43180
21-1021,2002-05-01,611200,Junior Colleges,760
29-1111,2002-05-01,611200,Junior Colleges,530
21-1021,2002-05-01,611300,"Colleges, Universities, and Professional Schools",1100
21-1022,2002-05-01,611300,"Colleges, Universities, and Professional Schools",540
21-1023,2002-05-01,611300,"Colleges, Universities, and Professional Schools",130
29-1051,2002-05-01,611300,"Colleges, Universities, and Professional Schools",1000
29-1061,2002-05-01,611300,"Colleges, Universities, and Professional Schools",300
29-1062,2002-05-01,611300,"Colleges, Universities, and Professional Schools",6080
29-1063,2002-05-01,611300,"Colleges, Universities, and Professional Schools",380
29-1064,2002-05-01,611300,"Colleges, Universities, and Professional Schools",390
29-1065,2002-05-01,611300,"Colleges, Universities, and Professional Schools",810
29-1066,2002-05-01,611300,"Colleges, Universities, and Professional Schools",280
29-1067,2002-05-01,611300,"Colleges, Universities, and Professional Schools",680
29-1071,2002-05-01,611300,"Colleges, Universities, and Professional Schools",1120
29-1111,2002-05-01,611300,"Colleges, Universities, and Professional Schools",28050
21-1021,2002-05-01,611400,Business Schools and Computer and Management Training,180
29-1111,2002-05-01,611400,Business Schools and Computer and Management Training,90
21-1021,2002-05-01,611500,Technical and Trade Schools,60
29-1111,2002-05-01,611500,Technical and Trade Schools,110
21-1021,2002-05-01,611600,Other Schools and Instruction,150
21-1022,2002-05-01,611600,Other Schools and Instruction,30
29-1111,2002-05-01,611600,Other Schools and Instruction,240
21-1021,2002-05-01,611700,Educational Support Services,190
21-1023,2002-05-01,611700,Educational Support Services,70
29-1111,2002-05-01,611700,Educational Support Services,60
21-1021,2002-05-01,621100,Offices of Physicians,970
21-1022,2002-05-01,621100,Offices of Physicians,3150
21-1023,2002-05-01,621100,Offices of Physicians,1650
29-1051,2002-05-01,621100,Offices of Physicians,4720
29-1061,2002-05-01,621100,Offices of Physicians,20090
29-1062,2002-05-01,621100,Offices of Physicians,72780
29-1063,2002-05-01,621100,Offices of Physicians,35730
29-1064,2002-05-01,621100,Offices of Physicians,16650
29-1065,2002-05-01,621100,Offices of Physicians,20750
29-1066,2002-05-01,621100,Offices of Physicians,4410
29-1067,2002-05-01,621100,Offices of Physicians,43960
29-1071,2002-05-01,621100,Offices of Physicians,33800
29-1111,2002-05-01,621100,Offices of Physicians,201580
29-1061,2002-05-01,621200,Offices of Dentists,0
29-1062,2002-05-01,621200,Offices of Dentists,60
29-1067,2002-05-01,621200,Offices of Dentists,0
29-1071,2002-05-01,621200,Offices of Dentists,700
29-1111,2002-05-01,621200,Offices of Dentists,1570
21-1021,2002-05-01,621300,Offices of Other Health Practitioners,1050
21-1022,2002-05-01,621300,Offices of Other Health Practitioners,1560
21-1023,2002-05-01,621300,Offices of Other Health Practitioners,2740
29-1051,2002-05-01,621300,Offices of Other Health Practitioners,170
29-1061,2002-05-01,621300,Offices of Other Health Practitioners,170
29-1062,2002-05-01,621300,Offices of Other Health Practitioners,800
29-1063,2002-05-01,621300,Offices of Other Health Practitioners,210
29-1065,2002-05-01,621300,Offices of Other Health Practitioners,100
29-1066,2002-05-01,621300,Offices of Other Health Practitioners,1050
29-1067,2002-05-01,621300,Offices of Other Health Practitioners,490
29-1071,2002-05-01,621300,Offices of Other Health Practitioners,1330
29-1111,2002-05-01,621300,Offices of Other Health Practitioners,11080
21-1021,2002-05-01,621400,Outpatient Care Centers,5760
21-1022,2002-05-01,621400,Outpatient Care Centers,6410
21-1023,2002-05-01,621400,Outpatient Care Centers,15740
29-1051,2002-05-01,621400,Outpatient Care Centers,1810
29-1061,2002-05-01,621400,Outpatient Care Centers,520
29-1062,2002-05-01,621400,Outpatient Care Centers,4720
29-1063,2002-05-01,621400,Outpatient Care Centers,2040
29-1064,2002-05-01,621400,Outpatient Care Centers,420
29-1065,2002-05-01,621400,Outpatient Care Centers,650
29-1066,2002-05-01,621400,Outpatient Care Centers,2630
29-1067,2002-05-01,621400,Outpatient Care Centers,640
29-1071,2002-05-01,621400,Outpatient Care Centers,3010
29-1111,2002-05-01,621400,Outpatient Care Centers,52110
21-1022,2002-05-01,621500,Medical and Diagnostic Laboratories,0
29-1062,2002-05-01,621500,Medical and Diagnostic Laboratories,340
29-1063,2002-05-01,621500,Medical and Diagnostic Laboratories,200
29-1067,2002-05-01,621500,Medical and Diagnostic Laboratories,60
29-1071,2002-05-01,621500,Medical and Diagnostic Laboratories,200
29-1111,2002-05-01,621500,Medical and Diagnostic Laboratories,1480
21-1021,2002-05-01,621600,Home Health Care Services,1130
21-1022,2002-05-01,621600,Home Health Care Services,6680
21-1023,2002-05-01,621600,Home Health Care Services,410
29-1051,2002-05-01,621600,Home Health Care Services,2050
29-1063,2002-05-01,621600,Home Health Care Services,110
29-1067,2002-05-01,621600,Home Health Care Services,0
29-1071,2002-05-01,621600,Home Health Care Services,220
29-1111,2002-05-01,621600,Home Health Care Services,114950
21-1021,2002-05-01,621900,Other Ambulatory Health Care Services,60
21-1022,2002-05-01,621900,Other Ambulatory Health Care Services,200
21-1023,2002-05-01,621900,Other Ambulatory Health Care Services,150
29-1062,2002-05-01,621900,Other Ambulatory Health Care Services,280
29-1063,2002-05-01,621900,Other Ambulatory Health Care Services,90
29-1067,2002-05-01,621900,Other Ambulatory Health Care Services,30
29-1071,2002-05-01,621900,Other Ambulatory Health Care Services,210
29-1111,2002-05-01,621900,Other Ambulatory Health Care Services,8570
21-1021,2002-05-01,622100,General Medical and Surgical Hospitals,4360
21-1022,2002-05-01,622100,General Medical and Surgical Hospitals,29160
21-1023,2002-05-01,622100,General Medical and Surgical Hospitals,6200
29-1051,2002-05-01,622100,General Medical and Surgical Hospitals,47830
29-1061,2002-05-01,622100,General Medical and Surgical Hospitals,3260
29-1062,2002-05-01,622100,General Medical and Surgical Hospitals,20370
29-1063,2002-05-01,622100,General Medical and Surgical Hospitals,9750
29-1064,2002-05-01,622100,General Medical and Surgical Hospitals,2190
29-1065,2002-05-01,622100,General Medical and Surgical Hospitals,4270
29-1066,2002-05-01,622100,General Medical and Surgical Hospitals,3310
29-1067,2002-05-01,622100,General Medical and Surgical Hospitals,3850
29-1071,2002-05-01,622100,General Medical and Surgical Hospitals,15670
29-1111,2002-05-01,622100,General Medical and Surgical Hospitals,1278460
21-1021,2002-05-01,622200,Psychiatric and Substance Abuse Hospitals,2080
21-1022,2002-05-01,622200,Psychiatric and Substance Abuse Hospitals,2240
21-1023,2002-05-01,622200,Psychiatric and Substance Abuse Hospitals,8320
29-1051,2002-05-01,622200,Psychiatric and Substance Abuse Hospitals,1110
29-1062,2002-05-01,622200,Psychiatric and Substance Abuse Hospitals,1040
29-1063,2002-05-01,622200,Psychiatric and Substance Abuse Hospitals,280
29-1066,2002-05-01,622200,Psychiatric and Substance Abuse Hospitals,3130
29-1071,2002-05-01,622200,Psychiatric and Substance Abuse Hospitals,180
29-1111,2002-05-01,622200,Psychiatric and Substance Abuse Hospitals,31990
21-1021,2002-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,370
21-1022,2002-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,1690
21-1023,2002-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,1330
29-1051,2002-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,1340
29-1061,2002-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,60
29-1062,2002-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,130
29-1063,2002-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,120
29-1066,2002-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,190
29-1067,2002-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,230
29-1071,2002-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,230
29-1111,2002-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,35530
21-1021,2002-05-01,623100,Nursing Care Facilities,570
21-1022,2002-05-01,623100,Nursing Care Facilities,9760
21-1023,2002-05-01,623100,Nursing Care Facilities,610
29-1051,2002-05-01,623100,Nursing Care Facilities,430
29-1062,2002-05-01,623100,Nursing Care Facilities,260
29-1063,2002-05-01,623100,Nursing Care Facilities,90
29-1066,2002-05-01,623100,Nursing Care Facilities,60
29-1071,2002-05-01,623100,Nursing Care Facilities,180
29-1111,2002-05-01,623100,Nursing Care Facilities,126920
21-1021,2002-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",7630
21-1022,2002-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",2090
21-1023,2002-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",6210
29-1051,2002-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",140
29-1062,2002-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",160
29-1065,2002-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",100
29-1066,2002-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",540
29-1071,2002-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",60
29-1111,2002-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",10660
21-1021,2002-05-01,623300,Community Care Facilities for the Elderly,850
21-1022,2002-05-01,623300,Community Care Facilities for the Elderly,2010
21-1023,2002-05-01,623300,Community Care Facilities for the Elderly,430
29-1051,2002-05-01,623300,Community Care Facilities for the Elderly,210
29-1063,2002-05-01,623300,Community Care Facilities for the Elderly,60
29-1066,2002-05-01,623300,Community Care Facilities for the Elderly,50
29-1111,2002-05-01,623300,Community Care Facilities for the Elderly,21440
21-1021,2002-05-01,623900,Other Residential Care Facilities,11670
21-1022,2002-05-01,623900,Other Residential Care Facilities,660
21-1023,2002-05-01,623900,Other Residential Care Facilities,1790
29-1066,2002-05-01,623900,Other Residential Care Facilities,200
29-1111,2002-05-01,623900,Other Residential Care Facilities,2070
21-1021,2002-05-01,624100,Individual and Family Services,45150
21-1022,2002-05-01,624100,Individual and Family Services,9750
21-1023,2002-05-01,624100,Individual and Family Services,11970
29-1062,2002-05-01,624100,Individual and Family Services,120
29-1066,2002-05-01,624100,Individual and Family Services,740
29-1071,2002-05-01,624100,Individual and Family Services,60
29-1111,2002-05-01,624100,Individual and Family Services,10390
21-1021,2002-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",6360
21-1022,2002-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",1130
21-1023,2002-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",2230
29-1111,2002-05-01,624200,"Community Food and Housing, and Emergency and Other Relief Services",570
21-1021,2002-05-01,624300,Vocational Rehabilitation Services,2560
21-1022,2002-05-01,624300,Vocational Rehabilitation Services,880
21-1023,2002-05-01,624300,Vocational Rehabilitation Services,1000
29-1066,2002-05-01,624300,Vocational Rehabilitation Services,90
29-1111,2002-05-01,624300,Vocational Rehabilitation Services,2490
21-1021,2002-05-01,624400,Child Day Care Services,7140
21-1022,2002-05-01,624400,Child Day Care Services,170
21-1023,2002-05-01,624400,Child Day Care Services,240
29-1111,2002-05-01,624400,Child Day Care Services,940
29-1111,2002-05-01,711200,Spectator Sports,80
29-1111,2002-05-01,711300,"Promoters of Performing Arts, Sports, and Similar Events",50
29-1111,2002-05-01,713100,Amusement Parks and Arcades,80
21-1021,2002-05-01,713900,Other Amusement and Recreation Industries,50
29-1111,2002-05-01,721200,RV (Recreational Vehicle) Parks and Recreational Camps,40
29-1111,2002-05-01,721300,Rooming and Boarding Houses,40
29-1111,2002-05-01,812100,Personal Care Services,0
29-1111,2002-05-01,812900,Other Personal Services,100
21-1021,2002-05-01,813100,Religious Organizations,380
21-1022,2002-05-01,813100,Religious Organizations,180
21-1023,2002-05-01,813100,Religious Organizations,200
29-1111,2002-05-01,813100,Religious Organizations,530
21-1021,2002-05-01,813200,Grantmaking and Giving Services,1860
21-1022,2002-05-01,813200,Grantmaking and Giving Services,1510
21-1023,2002-05-01,813200,Grantmaking and Giving Services,600
29-1111,2002-05-01,813200,Grantmaking and Giving Services,410
21-1021,2002-05-01,813300,Social Advocacy Organizations,5830
21-1022,2002-05-01,813300,Social Advocacy Organizations,1610
21-1023,2002-05-01,813300,Social Advocacy Organizations,1860
29-1111,2002-05-01,813300,Social Advocacy Organizations,380
21-1021,2002-05-01,813400,Civic and Social Organizations,3590
21-1022,2002-05-01,813400,Civic and Social Organizations,190
21-1023,2002-05-01,813400,Civic and Social Organizations,330
29-1111,2002-05-01,813400,Civic and Social Organizations,120
21-1021,2002-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",190
21-1022,2002-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",50
21-1023,2002-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",90
29-1062,2002-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",40
29-1111,2002-05-01,813900,"Business, Professional, Labor, Political, and Similar Organizations",480
29-1051,2002-05-01,999100,Federal Executive Branch and United States Postal Service (OES designation),4850
29-1071,2002-05-01,999100,Federal Executive Branch and United States Postal Service (OES designation),2250
29-1111,2002-05-01,999100,Federal Executive Branch and United States Postal Service (OES designation),45830
21-1021,2002-05-01,999200,State Government (OES designation),57740
21-1022,2002-05-01,999200,State Government (OES designation),6780
21-1023,2002-05-01,999200,State Government (OES designation),9220
29-1051,2002-05-01,999200,State Government (OES designation),1080
29-1061,2002-05-01,999200,State Government (OES designation),50
29-1062,2002-05-01,999200,State Government (OES designation),1320
29-1063,2002-05-01,999200,State Government (OES designation),120
29-1066,2002-05-01,999200,State Government (OES designation),960
29-1071,2002-05-01,999200,State Government (OES designation),280
29-1111,2002-05-01,999200,State Government (OES designation),36460
21-1021,2002-05-01,999300,Local Government (OES designation),51220
21-1022,2002-05-01,999300,Local Government (OES designation),11630
21-1023,2002-05-01,999300,Local Government (OES designation),14070
29-1051,2002-05-01,999300,Local Government (OES designation),910
29-1062,2002-05-01,999300,Local Government (OES designation),4370
29-1063,2002-05-01,999300,Local Government (OES designation),230
29-1065,2002-05-01,999300,Local Government (OES designation),90
29-1066,2002-05-01,999300,Local Government (OES designation),1490
29-1067,2002-05-01,999300,Local Government (OES designation),40
29-1071,2002-05-01,999300,Local Government (OES designation),350
29-1111,2002-05-01,999300,Local Government (OES designation),50870
29-1111,2003-05-01,221100,"Electric Power Generation, Transmission and Distribution",50
29-1111,2003-05-01,311600,Animal Slaughtering and Processing,250
29-1111,2003-05-01,313200,Fabric Mills,40
29-1111,2003-05-01,322100,"Pulp, Paper, and Paperboard Mills",130
29-1111,2003-05-01,322200,Converted Paper Product Manufacturing,60
29-1111,2003-05-01,324100,Petroleum and Coal Products Manufacturing,70
29-1111,2003-05-01,325100,Basic Chemical Manufacturing,140
29-1111,2003-05-01,325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",80
29-1111,2003-05-01,325300,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",40
29-1051,2003-05-01,325400,Pharmaceutical and Medicine Manufacturing,390
29-1111,2003-05-01,325400,Pharmaceutical and Medicine Manufacturing,250
29-1111,2003-05-01,325900,Other Chemical Product and Preparation Manufacturing,50
29-1111,2003-05-01,326100,Plastics Product Manufacturing,0
29-1111,2003-05-01,331100,Iron and Steel Mills and Ferroalloy Manufacturing,30
29-1111,2003-05-01,331500,Foundries,50
29-1111,2003-05-01,332900,Other Fabricated Metal Product Manufacturing,80
29-1111,2003-05-01,333100,"Agriculture, Construction, and Mining Machinery Manufacturing",40
29-1111,2003-05-01,333300,Commercial and Service Industry Machinery Manufacturing,40
29-1111,2003-05-01,334400,Semiconductor and Other Electronic Component Manufacturing,150
29-1111,2003-05-01,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",150
29-1111,2003-05-01,336400,Aerospace Product and Parts Manufacturing,100
29-1111,2003-05-01,337100,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,70
29-1111,2003-05-01,339100,Medical Equipment and Supplies Manufacturing,0
29-1051,2003-05-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,250
29-1111,2003-05-01,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,260
29-1051,2003-05-01,424200,Drugs and Druggists' Sundries Merchant Wholesalers,4380
29-1111,2003-05-01,424200,Drugs and Druggists' Sundries Merchant Wholesalers,280
29-1051,2003-05-01,425100,Wholesale Electronic Markets and Agents and Brokers,180
29-1111,2003-05-01,425100,Wholesale Electronic Markets and Agents and Brokers,80
29-1051,2003-05-01,445100,Grocery Stores,17320
29-1051,2003-05-01,446100,Health and Personal Care Stores,95250
29-1111,2003-05-01,446100,Health and Personal Care Stores,1400
29-1051,2003-05-01,452100,Department Stores,11510
29-1051,2003-05-01,452900,Other General Merchandise Stores,10930
29-1051,2003-05-01,454100,Electronic Shopping and Mail-Order Houses,2220
29-1051,2003-05-01,484100,General Freight Trucking,0
29-1111,2003-05-01,485900,Other Transit and Ground Passenger Transportation,60
29-1051,2003-05-01,493100,Warehousing and Storage,410
29-1111,2003-05-01,493100,Warehousing and Storage,40
29-1111,2003-05-01,511100,"Newspaper, Periodical, Book, and Directory Publishers",0
29-1111,2003-05-01,518200,"Data Processing, Hosting, and Related Services",120
29-1111,2003-05-01,522200,Nondepository Credit Intermediation,0
29-1111,2003-05-01,522300,Activities Related to Credit Intermediation,150
29-1111,2003-05-01,523900,Other Financial Investment Activities,0
21-1022,2003-05-01,524100,Insurance Carriers,700
29-1051,2003-05-01,524100,Insurance Carriers,910
29-1062,2003-05-01,524100,Insurance Carriers,0
29-1063,2003-05-01,524100,Insurance Carriers,0
29-1111,2003-05-01,524100,Insurance Carriers,12440
21-1022,2003-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",70
29-1051,2003-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",80
29-1063,2003-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",0
29-1111,2003-05-01,524200,"Agencies, Brokerages, and Other Insurance Related Activities",3080
29-1111,2003-05-01,525100,Insurance and Employee Benefit Funds,0
21-1021,2003-05-01,531100,Lessors of Real Estate,70
21-1022,2003-05-01,531100,Lessors of Real Estate,60
29-1111,2003-05-01,531100,Lessors of Real Estate,1310
29-1111,2003-05-01,531200,Offices of Real Estate Agents and Brokers,30
21-1021,2003-05-01,531300,Activities Related to Real Estate,0
29-1111,2003-05-01,531300,Activities Related to Real Estate,200
29-1051,2003-05-01,532200,Consumer Goods Rental,180
29-1111,2003-05-01,532200,Consumer Goods Rental,560
21-1021,2003-05-01,541100,Legal Services,140
29-1111,2003-05-01,541100,Legal Services,290
29-1111,2003-05-01,541300,"Architectural, Engineering, and Related Services",710
29-1111,2003-05-01,541500,Computer Systems Design and Related Services,50
21-1021,2003-05-01,541600,"Management, Scientific, and Technical Consulting Services",120
21-1022,2003-05-01,541600,"Management, Scientific, and Technical Consulting Services",90
21-1023,2003-05-01,541600,"Management, Scientific, and Technical Consulting Services",0
29-1051,2003-05-01,541600,"Management, Scientific, and Technical Consulting Services",370
29-1062,2003-05-01,541600,"Management, Scientific, and Technical Consulting Services",0
29-1111,2003-05-01,541600,"Management, Scientific, and Technical Consulting Services",4610
21-1022,2003-05-01,541700,Scientific Research and Development Services,940
29-1062,2003-05-01,541700,Scientific Research and Development Services,0
29-1066,2003-05-01,541700,Scientific Research and Development Services,150
29-1071,2003-05-01,541700,Scientific Research and Development Services,140
29-1111,2003-05-01,541700,Scientific Research and Development Services,3610
21-1021,2003-05-01,541900,"Other Professional, Scientific, and Technical Services",0
29-1111,2003-05-01,541900,"Other Professional, Scientific, and Technical Services",0
21-1021,2003-05-01,551100,Management of Companies and Enterprises,3360
21-1022,2003-05-01,551100,Management of Companies and Enterprises,560
21-1023,2003-05-01,551100,Management of Companies and Enterprises,1090
